Invoice Date,Event,Event Date,Event Time,Section,Row,Ticket Qty,Sold Price
11/15/2022 10:26:35 AM -05:00,"Taylor Swift, Phoebe Bridgers & Gayle",5/19/23 0:00,18:30:00,203,22,2,582.23
11/15/2022 5:13:30 AM -05:00,"Taylor Swift, Phoebe Bridgers & Gayle",5/19/23 0:00,18:30:00,337,24,4,387.83
11/15/2022 10:26:32 AM -05:00,"Taylor Swift, Phoebe Bridgers & Gayle",5/19/23 0:00,18:30:00,110,27,2,854.39
11/15/2022 2:10:31 PM -05:00,"Taylor Swift, Phoebe Bridgers & Gayle",5/20/23 0:00,18:30:00,337,26,3,799
11/15/2022 2:36:24 PM -05:00,"Taylor Swift, Phoebe Bridgers & Gayle",5/13/23 0:00,19:00:00,220,21,2,799
11/15/2022 2:50:33 PM -05:00,"Taylor Swift, Muna & Gracie Abrams",7/1/23 0:00,18:30:00,346,21,4,776.63
11/15/2022 4:38:31 PM -05:00,"Taylor Swift, beabadoobee & Gracie Abrams",4/29/23 0:00,18:30:00,326,22,6,825.23
11/15/2022 3:14:28 PM -05:00,"Taylor Swift, Phoebe Bridgers & Gayle",5/13/23 0:00,19:00:00,220,22,4,776.63
11/17/2022 7:57:31 PM -05:00,Boston Celtics vs. Milwaukee Bucks,12/25/22 0:00,17:00:00,308,15,2,169
12/1/2022 4:20:20 PM -05:00,New England Patriots vs. Buffalo Bills,12/1/22 0:00,20:15:00,127,34,1,124.45
11/26/2022 10:02:01 AM -05:00,Miami Dolphins vs. Houston Texans,11/27/22 0:00,13:00:00,356,23,1,84.44
11/26/2022 10:12:00 AM -05:00,Miami Dolphins vs. Houston Texans,11/27/22 0:00,13:00:00,356,23,4,84.44
11/28/2022 8:56:01 PM -05:00,New England Patriots vs. Buffalo Bills,12/1/22 0:00,20:15:00,127,34,4,241.67
12/1/2022 12:14:01 PM -05:00,Tampa Bay Buccaneers vs. New Orleans Saints,12/5/22 0:00,20:15:00,328,X,2,96.08
4/9/2023 9:03:15 PM -04:00,"Taylor Swift, Phoebe Bridgers & Gayle",5/19/23 0:00,18:30:00,13,20,2,2442.77
12/2/2022 12:15:10 PM -05:00,Boston Celtics vs. Milwaukee Bucks,12/25/22 0:00,17:00:00,308,15,1,169
12/2/2022 8:50:59 PM -05:00,Boston Celtics vs. Los Angeles Lakers,1/28/23 0:00,20:30:00,523,SRO523,2,581.38
12/10/2022 12:48:32 PM -05:00,Golden State Warriors vs. Boston Celtics,12/10/22 0:00,17:30:00,VIP,AA,2,8552.63
10/17/2023 8:53:00 PM -04:00,Dallas Cowboys vs. Washington Commanders,11/23/23 0:00,15:30:00,119,22,2,449
10/17/2023 10:39:17 AM -04:00,Dallas Cowboys vs. Washington Commanders,11/23/23 0:00,15:30:00,144,19,2,401.23
9/23/2023 3:46:13 PM -04:00,Dallas Cowboys vs. Philadelphia Eagles,12/10/23 0:00,19:20:00,144,20,2,575.75
10/15/2023 1:41:31 PM -04:00,Dallas Cowboys vs. Philadelphia Eagles,12/10/23 0:00,19:20:00,242,11,2,577.81
9/26/2023 7:36:13 PM -04:00,Dallas Cowboys vs. Philadelphia Eagles,12/10/23 0:00,19:20:00,101,16,2,605.07
9/22/2023 8:22:11 PM -04:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,412,22,3,444.01
11/1/2023 5:01:18 PM -04:00,Las Vegas Raiders vs. New York Jets,11/12/23 0:00,17:20:00,C115,32,2,653.95
10/15/2023 5:37:20 PM -04:00,Las Vegas Raiders vs. New York Jets,11/12/23 0:00,17:20:00,129,31,2,479.71
9/29/2023 11:07:22 PM -04:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,C136,31,2,699
10/4/2023 8:43:59 PM -04:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,411,12,2,306.76
10/13/2023 4:02:50 PM -04:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,106,35,2,429
10/16/2023 4:53:10 PM -04:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,314,13,2,439
9/23/2023 10:20:39 PM -04:00,Las Vegas Raiders vs. Pittsburgh Steelers,9/24/23 0:00,17:20:00,101,26,2,487.77
9/23/2023 9:51:59 PM -04:00,Tampa Bay Buccaneers vs. Atlanta Falcons,10/22/23 0:00,13:00:00,328,X,2,60.55
8/18/2023 1:00:40 PM -04:00,Golden State Warriors vs. Los Angeles Lakers,1/27/24 0:00,17:30:00,104,12,2,1954.02
8/18/2023 9:55:39 PM -04:00,Golden State Warriors vs. Phoenix Suns,10/24/23 0:00,19:00:00,3,A5,2,5864.02
8/17/2023 6:37:13 PM -04:00,New England Patriots vs. Philadelphia Eagles,9/10/23 0:00,16:25:00,332,10,2,390.02
12/10/2023 11:15:40 AM -05:00,Golden State Warriors vs. Los Angeles Lakers,2/22/24 0:00,19:00:00,104,15,2,1039.52
2/18/2024 7:32:00 PM -05:00,Golden State Warriors vs. Los Angeles Lakers,2/22/24 0:00,19:00:00,VIP,BB,2,4369.05
8/28/2023 8:30:50 PM -04:00,Las Vegas Raiders vs. Green Bay Packers,10/9/23 0:00,17:15:00,435,12,2,379
8/29/2023 11:04:01 PM -04:00,Las Vegas Raiders vs. Green Bay Packers,10/9/23 0:00,17:15:00,412,14,2,425.89
9/7/2023 4:30:40 PM -04:00,Las Vegas Raiders vs. Green Bay Packers,10/9/23 0:00,17:15:00,311,13,2,546.42
9/11/2023 8:00:28 PM -04:00,Las Vegas Raiders vs. Green Bay Packers,10/9/23 0:00,17:15:00,C113,31,2,930.47
8/28/2023 7:13:13 PM -04:00,Las Vegas Raiders vs. Green Bay Packers,10/9/23 0:00,17:15:00,129,34,2,487.77
8/20/2023 12:07:00 PM -04:00,Las Vegas Raiders vs. Green Bay Packers,10/9/23 0:00,17:15:00,123,30,2,459
8/19/2023 10:42:13 PM -04:00,Las Vegas Raiders vs. Green Bay Packers,10/9/23 0:00,17:15:00,118,34,2,487.77
9/7/2023 1:04:59 AM -04:00,Los Angeles Rams vs. Pittsburgh Steelers,10/22/23 0:00,13:05:00,210,15,2,346.47
8/21/2023 2:40:05 AM -04:00,New York Red Bulls vs. Inter Miami CF,8/26/23 0:00,19:30:00,201,11,1,449
8/21/2023 11:32:59 AM -04:00,NFL Preseason: Tampa Bay Buccaneers vs. Baltimore Ravens,8/26/23 0:00,19:00:00,342,CC,2,17.86
8/21/2023 9:06:59 PM -04:00,NFL Preseason: Tampa Bay Buccaneers vs. Baltimore Ravens,8/26/23 0:00,19:00:00,328,X,2,17.86
11/6/2023 7:36:16 PM -05:00,Tampa Bay Buccaneers vs. Tennessee Titans,11/12/23 0:00,13:00:00,329,X,2,39.1
11/7/2023 1:09:29 PM -05:00,Miami Dolphins vs. New York Jets,12/17/23 0:00,13:00:00,356,21,4,214.84
11/17/2023 2:30:40 PM -05:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,315,8,2,390.02
11/12/2023 7:19:29 PM -05:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,117,35,2,440.47
11/14/2023 12:04:30 AM -05:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,107,29,2,439
11/14/2023 10:11:13 PM -05:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,310,15,2,350.92
11/19/2023 2:03:14 PM -05:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,436,12,2,303.13
11/14/2023 3:09:10 PM -05:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,124,30,2,399
11/17/2023 12:04:13 AM -05:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,106,32,2,440.47
11/10/2023 6:07:16 PM -05:00,Miami Dolphins vs. Las Vegas Raiders,11/19/23 0:00,13:00:00,356,21,4,155.98
11/12/2023 10:14:30 PM -05:00,Las Vegas Raiders vs. Los Angeles Chargers,12/14/23 0:00,17:15:00,128,32,3,450.28
11/17/2023 8:33:20 PM -05:00,Miami Dolphins vs. Dallas Cowboys,12/24/23 0:00,16:25:00,356,21,7,352.18
11/18/2023 7:20:42 PM -05:00,Las Vegas Raiders vs. Kansas City Chiefs,11/26/23 0:00,13:25:00,118,32,1,653.95
11/20/2023 3:11:13 PM -05:00,Dallas Cowboys vs. Detroit Lions,12/30/23 0:00,19:15:00,144,20,3,536.65
12/25/2023 3:10:40 PM -05:00,Los Angeles Lakers vs. Boston Celtics,12/25/23 0:00,14:00:00,111,5,2,1796.23
12/7/2023 1:26:14 PM -05:00,Los Angeles Lakers vs. Boston Celtics,12/25/23 0:00,14:00:00,108,17,2,557.12
11/23/2023 10:58:25 PM -05:00,Los Angeles Lakers vs. Boston Celtics,12/25/23 0:00,14:00:00,103,18,2,705.34
11/27/2023 4:10:31 PM -05:00,Los Angeles Lakers vs. Boston Celtics,12/25/23 0:00,14:00:00,102,16,2,980.02
12/3/2023 10:05:17 PM -05:00,Los Angeles Lakers vs. Boston Celtics,12/25/23 0:00,14:00:00,110,15,2,1009.45
12/3/2023 8:46:59 PM -05:00,Golden State Warriors vs. Dallas Mavericks,1/19/24 0:00,19:00:00,103,13,2,607.24
12/8/2023 1:17:29 PM -05:00,Golden State Warriors vs. Dallas Mavericks,1/19/24 0:00,19:00:00,116,12,2,568.73
12/27/2023 10:10:17 PM -05:00,Golden State Warriors vs. Milwaukee Bucks,3/6/24 0:00,19:00:00,3,A4,2,2454.67
12/7/2023 9:10:23 PM -05:00,Golden State Warriors vs. Philadelphia 76ers,1/30/24 0:00,19:00:00,4,A4,2,2224.4872
12/1/2023 11:34:05 AM -05:00,Golden State Warriors vs. Phoenix Suns,2/10/24 0:00,17:30:00,115,17,2,911.35
2/8/2024 1:15:40 PM -05:00,Golden State Warriors vs. Phoenix Suns,2/10/24 0:00,17:30:00,103,14,2,926.02
1/3/2024 12:45:40 AM -05:00,Golden State Warriors vs. Phoenix Suns,2/10/24 0:00,17:30:00,VIP,AA,2,8511.98
11/27/2023 1:24:17 PM -05:00,Las Vegas Raiders vs. Los Angeles Chargers,12/14/23 0:00,17:15:00,129,33,2,391.42
11/27/2023 12:49:40 PM -05:00,Las Vegas Raiders vs. Los Angeles Chargers,12/14/23 0:00,17:15:00,312,15,2,359
11/26/2023 5:39:28 PM -05:00,Las Vegas Raiders vs. Los Angeles Chargers,12/14/23 0:00,17:15:00,118,27,2,322.75
2/24/2024 8:10:40 AM -05:00,Los Angeles Lakers vs. Golden State Warriors,3/16/24 0:00,17:30:00,101,17,2,1236.72
2/10/2024 12:48:41 PM -05:00,Los Angeles Lakers vs. Golden State Warriors,3/16/24 0:00,17:30:00,111,17,2,1559.68
11/27/2023 1:55:23 PM -05:00,Doja Cat & Ice Spice,12/2/23 0:00,19:30:00,109,A,2,213.57
11/29/2023 7:26:17 AM -05:00,Tampa Bay Buccaneers vs. Carolina Panthers,12/3/23 0:00,16:05:00,342,AA,1,37.28
12/1/2023 7:45:59 AM -05:00,Tampa Bay Buccaneers vs. Carolina Panthers,12/3/23 0:00,16:05:00,342,CC,2,33.75
12/1/2023 1:25:39 PM -05:00,Miami Dolphins vs. Tennessee Titans,12/11/23 0:00,20:15:00,356,21,1,116.32
12/2/2023 3:50:01 PM -05:00,Miami Dolphins vs. Tennessee Titans,12/11/23 0:00,20:15:00,356,21,3,119
12/3/2023 3:32:27 PM -05:00,Miami Dolphins vs. Tennessee Titans,12/11/23 0:00,20:15:00,356,21,3,116.74
12/5/2023 9:39:01 AM -05:00,Formula 1: 2024 Miami Grand Prix - 3 Day Pass,5/3/24 0:00,,A10,1,2,1666.72
12/6/2023 1:39:29 PM -05:00,Formula 1: 2024 Miami Grand Prix - 3 Day Pass,5/3/24 0:00,,A10,1,2,1666.72
12/6/2023 9:46:16 PM -05:00,Boston Celtics vs. New York Knicks,12/8/23 0:00,19:30:00,141,H,2,167.08
12/7/2023 7:16:59 PM -05:00,Miami Dolphins vs. Dallas Cowboys,12/24/23 0:00,16:25:00,356,21,1,364.92
12/8/2023 9:59:28 AM -05:00,Las Vegas Raiders vs. Los Angeles Chargers,12/14/23 0:00,17:15:00,337,11,3,490.15
12/9/2023 10:09:28 PM -05:00,Las Vegas Raiders vs. Minnesota Vikings,12/10/23 0:00,13:05:00,412,8,1,228.58
12/12/2023 6:34:59 PM -05:00,Boston Celtics vs. Cleveland Cavaliers,12/12/23 0:00,19:30:00,326,13,2,56.05
12/12/2023 6:34:00 PM -05:00,Boston Celtics vs. Cleveland Cavaliers,12/12/23 0:00,19:30:00,326,13,2,56.05
12/23/2023 7:19:28 AM -05:00,Boston Celtics vs. Detroit Pistons,12/28/23 0:00,19:30:00,141,H,2,412.18
12/23/2023 4:12:15 PM -05:00,Boston Celtics vs. Detroit Pistons,12/28/23 0:00,19:30:00,326,13,2,164.32
12/14/2023 3:11:13 PM -05:00,Las Vegas Raiders vs. Los Angeles Chargers,12/14/23 0:00,17:15:00,337,8,1,140.56
12/23/2023 12:04:16 PM -05:00,Boston Celtics vs. Toronto Raptors,12/29/23 0:00,19:30:00,326,13,2,164.32
12/21/2023 1:09:28 PM -05:00,Tampa Bay Buccaneers vs. Jacksonville Jaguars,12/24/23 0:00,16:05:00,342,CC,4,51.41
12/22/2023 1:46:13 AM -05:00,Tampa Bay Buccaneers vs. Jacksonville Jaguars,12/24/23 0:00,16:05:00,329,X,4,47.74
8/5/2023 7:45:59 PM -04:00,Tampa Bay Buccaneers vs. Detroit Lions,10/15/23 0:00,13:00:00,342,AA,2,78.42
12/21/2023 3:04:59 PM -05:00,Tampa Bay Buccaneers vs. Jacksonville Jaguars,12/24/23 0:00,16:05:00,342,AA,2,55.1
12/21/2023 1:00:59 PM -05:00,Tampa Bay Buccaneers vs. Jacksonville Jaguars,12/24/23 0:00,16:05:00,328,X,2,53.2
12/24/2023 1:14:29 PM -05:00,Boston Celtics vs. Utah Jazz,1/5/24 0:00,19:00:00,141,H,2,458.08
1/8/2024 5:36:15 PM -05:00,Boston Celtics vs. Minnesota Timberwolves,1/10/24 0:00,19:00:00,141,H,2,343.88
12/21/2023 10:39:30 AM -05:00,Boston Celtics vs. Houston Rockets,1/13/24 0:00,19:00:00,141,H,2,448.9
12/21/2023 11:42:11 AM -05:00,Boston Celtics vs. Denver Nuggets,1/19/24 0:00,19:30:00,141,H,2,531.52
12/22/2023 8:25:40 PM -05:00,Boston Celtics vs. San Antonio Spurs,1/17/24 0:00,19:30:00,141,H,2,388.08
1/22/2024 8:36:05 AM -05:00,Boston Celtics vs. Los Angeles Clippers,1/27/24 0:00,19:00:00,141,H,2,549.88
1/20/2024 10:45:23 PM -05:00,Boston Celtics vs. New Orleans Pelicans,1/29/24 0:00,19:30:00,141,H,2,310.96
1/20/2024 3:04:28 PM -05:00,Boston Celtics vs. Indiana Pacers,1/30/24 0:00,19:30:00,141,H,2,274.48
12/20/2023 9:28:11 PM -05:00,Tampa Bay Buccaneers vs. Jacksonville Jaguars,12/24/23 0:00,16:05:00,328,X,2,51.41
12/21/2023 7:58:00 AM -05:00,Tampa Bay Buccaneers vs. Jacksonville Jaguars,12/24/23 0:00,16:05:00,342,AA,1,55.1
12/21/2023 8:42:19 AM -05:00,Boston Celtics vs. Detroit Pistons,12/28/23 0:00,19:30:00,326,13,2,173.5
12/22/2023 8:04:28 PM -05:00,Formula 1: 2024 Miami Grand Prix - 3 Day Pass,5/3/24 0:00,,A10,1,2,1668.86
12/23/2023 8:54:06 AM -05:00,Boston Celtics vs. Toronto Raptors,12/29/23 0:00,19:30:00,326,13,2,164.32
12/25/2023 11:29:13 AM -05:00,Formula 1: 2024 Miami Grand Prix - 3 Day Pass,5/3/24 0:00,,A10,1,1,1668.86
12/30/2023 9:21:15 AM -05:00,Dallas Cowboys vs. Detroit Lions,12/30/23 0:00,19:15:00,145,20,1,449.96
1/5/2024 12:46:13 AM -05:00,Miami Dolphins vs. Buffalo Bills,1/7/24 0:00,20:20:00,356,21,3,274.04
2/6/2023 7:28:28 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,1,125.09
2/6/2023 9:40:28 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,1,125.09
2/6/2023 9:57:59 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,2,122.69
2/7/2023 4:20:24 AM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,115,16,2,279.72
2/7/2023 3:25:02 PM -05:00,Los Angeles Lakers vs. Milwaukee Bucks,2/9/23 0:00,19:00:00,311,6,1,599
2/8/2023 3:35:40 PM -05:00,Los Angeles Lakers vs. Milwaukee Bucks,2/9/23 0:00,19:00:00,321,11,2,79
2/8/2023 9:05:23 PM -05:00,Los Angeles Lakers vs. Milwaukee Bucks,2/9/23 0:00,19:00:00,316,10,3,96.12
2/9/2023 9:25:24 PM -05:00,Los Angeles Lakers vs. Milwaukee Bucks,2/9/23 0:00,19:00:00,326,3,1,47.52
2/9/2023 9:52:59 PM -05:00,Los Angeles Lakers vs. Milwaukee Bucks,2/9/23 0:00,19:00:00,322,12,2,24.94
2/9/2023 2:09:14 AM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,227,13,6,63.54
2/9/2023 2:09:14 AM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,232,14,2,63.54
2/9/2023 2:09:13 AM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,227,13,8,58.65
2/9/2023 8:25:23 AM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,113,24,4,258.12
2/9/2023 3:48:28 AM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,114,13,2,344.76
2/5/2023 5:15:24 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,7,15,236.52
2/13/2023 9:28:29 PM -05:00,Boston Celtics vs. Detroit Pistons,2/15/23 0:00,19:30:00,141,H,2,202.38
4/2/2023 7:20:25 AM -04:00,Blink 182,5/21/23 0:00,19:30:00,111,E,2,322.92
2/10/2023 1:30:41 PM -05:00,Boston Celtics vs. Cleveland Cavaliers,3/1/23 0:00,19:30:00,141,H,2,376.94
2/24/2023 12:54:00 PM -05:00,Boston Celtics vs. New York Knicks,3/5/23 0:00,19:30:00,141,H,2,348.13
2/9/2023 3:51:43 PM -05:00,Boston Celtics vs. New York Knicks,3/5/23 0:00,19:30:00,115,H,3,395.61
2/9/2023 11:44:03 AM -05:00,Boston Celtics vs. Brooklyn Nets,3/3/23 0:00,19:30:00,533,STE533,12,812.58
3/3/2023 4:35:24 PM -05:00,Boston Celtics vs. Brooklyn Nets,3/3/23 0:00,19:30:00,533,SRO,2,193.32
2/8/2023 9:00:40 AM -05:00,Boston Celtics vs. Portland Trail Blazers,3/8/23 0:00,19:30:00,141,H,2,299
2/19/2023 10:32:28 AM -05:00,Boston Celtics vs. Indiana Pacers,3/24/23 0:00,19:00:00,141,H,2,344.76
2/25/2023 11:43:13 AM -05:00,Boston Celtics vs. San Antonio Spurs,3/26/23 0:00,18:00:00,141,H,2,341.15
2/15/2023 10:21:00 AM -05:00,Boston Celtics vs. Utah Jazz,3/31/23 0:00,19:30:00,141,H,2,298.25
2/3/2023 1:48:34 AM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:30:00,LEXUS CLUB PASS,NO EVENT ADMISSION,2,304.08
2/3/2023 9:00:24 AM -05:00,Golden State Warriors vs. Los Angeles Clippers,3/2/23 0:00,19:00:00,115,SRO,1,560.52
2/4/2023 8:39:14 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,7,6,292.27
2/4/2023 8:50:40 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,7,4,289.73
2/4/2023 8:51:59 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,7,1,298.25
2/4/2023 10:45:29 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,C23,GA,2,395.61
2/9/2023 1:01:13 PM -05:00,Los Angeles Lakers vs. Milwaukee Bucks,2/9/23 0:00,19:00:00,311,6,8,75.27
2/6/2023 5:45:59 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,3,122.69
2/6/2023 5:47:28 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,4,125.09
2/6/2023 5:50:23 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,2,132.84
2/6/2023 6:15:23 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,1,132.84
2/6/2023 6:38:32 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,2,125.09
2/6/2023 6:50:41 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,4,119.19
2/6/2023 7:20:59 PM -05:00,Los Angeles Lakers vs. Oklahoma City Thunder,2/7/23 0:00,19:00:00,311,6,2,122.69
2/18/2023 4:19:29 PM -05:00,Golden State Warriors vs. Milwaukee Bucks,3/11/23 0:00,17:30:00,115,SRO,2,609.18
2/26/2023 12:08:13 AM -05:00,Golden State Warriors vs. Los Angeles Clippers,3/2/23 0:00,19:00:00,115,SRO,1,331.37
2/27/2023 10:01:00 AM -05:00,Boston Celtics vs. Brooklyn Nets,3/3/23 0:00,19:30:00,533,SRO,4,398
3/1/2023 11:05:25 PM -05:00,Golden State Warriors vs. Los Angeles Clippers,3/2/23 0:00,19:00:00,115,SRO,3,214.92
3/7/2023 12:45:24 AM -05:00,Golden State Warriors vs. Phoenix Suns,3/13/23 0:00,19:00:00,116,SRO,2,430.92
3/7/2023 11:16:15 PM -05:00,Golden State Warriors vs. Phoenix Suns,3/13/23 0:00,19:00:00,116,SRO,1,390.02
3/21/2023 10:10:23 PM -04:00,Boston Celtics vs. San Antonio Spurs,3/26/23 0:00,18:00:00,111,G,3,430.92
3/28/2023 1:15:25 AM -04:00,Boston Celtics vs. Toronto Raptors,4/5/23 0:00,19:30:00,141,H,2,430.92
4/6/2023 11:17:43 AM -04:00,Boston Celtics vs. Toronto Raptors,4/7/23 0:00,19:30:00,141,H,2,279
3/21/2023 8:01:41 PM -04:00,Ultra Music Festival - 3 Day Pass,3/24/23 0:00,,General Admission,GA,1,399
3/22/2023 10:40:25 AM -04:00,NBA Eastern Conference First Round: Boston Celtics vs. TBD - Home Game 1 (Date: TBD - If Necessary),4/15/23 0:00,,141,H,2,625.32
4/14/2023 2:36:18 PM -04:00,"NBA Eastern Conference First Round: Boston Celtics vs. Atlanta Hawks - Home Game 2, Series Game 2",4/18/23 0:00,19:00:00,141,H,2,341.15
3/23/2023 5:19:10 AM -04:00,Ultra Music Festival - 3 Day Pass,3/24/23 0:00,,GA,GA,2,449
2/9/2023 10:33:26 AM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,228,14,2,85
2/9/2023 8:45:59 AM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,211,14,4,78.8
2/9/2023 3:55:59 AM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,226,6,2,84.79
2/9/2023 12:49:28 PM -05:00,Los Angeles Lakers vs. Milwaukee Bucks,2/9/23 0:00,19:00:00,311,6,5,78.31
2/12/2023 3:01:14 AM -05:00,Los Angeles Lakers vs. Golden State Warriors,2/23/23 0:00,19:00:00,111,12,2,1399
3/5/2023 3:55:24 PM -05:00,Los Angeles Lakers vs. Golden State Warriors,3/5/23 0:00,12:30:00,102,18,2,1111.32
2/13/2023 9:03:13 PM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,222,11,4,69.4
2/13/2023 6:25:28 PM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,231,9,2,66.11
2/13/2023 6:20:24 PM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,231,9,2,70.2
2/14/2023 1:32:13 PM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,228,9,4,70.38
2/14/2023 2:14:02 PM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,226,11,2,70.82
2/14/2023 1:25:25 PM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,226,6,2,70.2
2/14/2023 12:50:26 PM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,227,11,2,74.52
2/14/2023 2:27:59 PM -05:00,Phoenix Suns vs. Sacramento Kings,2/14/23 0:00,19:00:00,227,11,4,66.82
2/14/2023 8:37:28 PM -05:00,Golden State Warriors vs. Phoenix Suns,3/13/23 0:00,19:00:00,116,SRO,3,507.48
4/14/2023 4:51:21 PM -04:00,"NBA Eastern Conference First Round: Boston Celtics vs. Atlanta Hawks - Home Game 1, Series Game 1",4/15/23 0:00,15:30:00,324,12,2,134
4/17/2023 7:41:04 PM -04:00,"NBA Western Conference First Round: Sacramento Kings vs. Golden State Warriors - Home Game 2, Series Game 2",4/17/23 0:00,19:00:00,121,N,1,417.95
4/17/2023 7:31:04 PM -04:00,"NBA Western Conference First Round: Sacramento Kings vs. Golden State Warriors - Home Game 2, Series Game 2",4/17/23 0:00,19:00:00,121,N,1,417.95
4/25/2023 2:08:14 PM -04:00,"NBA Eastern Conference First Round: Boston Celtics vs. Atlanta Hawks - Home Game 3, Series Game 5",4/25/23 0:00,19:30:00,533,SRO,4,144.67
4/24/2023 1:30:45 PM -04:00,"NBA Eastern Conference First Round: Boston Celtics vs. Atlanta Hawks - Home Game 3, Series Game 5",4/25/23 0:00,19:30:00,141,H,2,280.04
4/23/2023 8:04:18 PM -04:00,"Taylor Swift, beabadoobee & Gracie Abrams",4/23/23 0:00,18:30:00,330,M,3,644.17
4/23/2023 7:19:04 PM -04:00,"Taylor Swift, beabadoobee & Gracie Abrams",4/23/23 0:00,18:30:00,330,K,2,896.75
4/22/2023 12:53:05 PM -04:00,"Taylor Swift, beabadoobee & Gracie Abrams",4/23/23 0:00,18:30:00,616,G,2,529
4/23/2023 7:41:03 PM -04:00,"Taylor Swift, beabadoobee & Gracie Abrams",4/23/23 0:00,18:30:00,317,P,3,797
4/22/2023 7:09:02 PM -04:00,"Taylor Swift, beabadoobee & Gracie Abrams",4/23/23 0:00,18:30:00,330,S,2,557.6
4/23/2023 4:31:15 PM -04:00,"Taylor Swift, beabadoobee & Gracie Abrams",4/23/23 0:00,18:30:00,112,CC,2,1074.27
4/23/2023 4:55:04 PM -04:00,"Taylor Swift, beabadoobee & Gracie Abrams",4/23/23 0:00,18:30:00,317,P,2,1096.25
3/23/2023 7:14:59 PM -04:00,Golden State Warriors vs. Philadelphia 76ers,3/24/23 0:00,19:00:00,115,SRO,3,347.13
3/24/2023 2:05:20 PM -04:00,"Taylor Swift, Muna & Gayle",3/31/23 0:00,18:30:00,422,14,2,749
3/24/2023 6:15:24 PM -04:00,Golden State Warriors vs. Philadelphia 76ers,3/24/23 0:00,19:00:00,115,SRO,3,301.32
